,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
3622,Mistral,197.98137,-0.83505,-92.23252,-0.88875,227.77192,-118.30554,Boom!,-0.84123,-2.16613,11.24941,-0.96523,True,943.79059
3623,OpenAI,197.60558,0.01109,-101.18074,-0.88576,227.40497,-117.46551,Boom!,-2.38250,0.16686,4.73267,-0.08246,True,937.43754
3624,Mistral,201.37023,0.37390,-98.41734,-0.88377,231.15577,-117.79705,Q2,0.50679,-0.03652,17.13761,2.67368,True,957.64250
3625,OpenAI,201.68442,0.16472,-96.00529,-0.89354,231.51579,-124.93609,Q2,2.28137,-1.99006,14.70190,-2.52733,True,960.41948
3626,Mistral,199.56173,1.08400,-98.75080,-0.89193,229.34864,-117.75075,Q4,-0.85393,1.40762,16.69768,1.44142,True,948.43324
3627,OpenAI,199.66902,-0.19255,-100.09730,-0.87852,229.45004,-120.99377,Q4,-0.41573,0.79758,10.56099,-0.77848,True,948.29642
3628,Mistral,201.15196,0.19117,-99.98202,-0.88712,230.93515,-124.86151,Q2,-1.18026,0.25373,11.48851,-5.42852,True,955.76880
3629,Mistral,201.29840,0.73440,-99.86929,-0.87617,231.07946,-121.98869,Q2,-0.49859,0.30743,9.96560,-5.32731,True,956.55737
3630,Mistral,198.06286,-1.53380,-95.55925,-0.88722,227.86081,-116.77537,Boom!,0.23818,-0.22605,5.42477,-1.83331,True,942.53469
3631,OpenAI,201.82480,0.88453,-99.57699,-0.88550,231.62217,-121.92145,Q2,0.70226,0.18872,11.68225,-0.02575,True,959.33550
3632,OpenAI,200.87266,0.02897,-98.16206,-0.88740,230.67093,-120.15234,Q3,-0.48420,0.97259,13.37920,-3.05302,True,955.28229
3633,OpenAI,200.28192,0.66580,-99.75743,-0.89082,230.09557,-122.42810,Q3,-0.17992,-0.33367,8.79656,2.70772,True,951.53089
3634,OpenAI,199.37769,-0.49469,-100.44790,-0.89381,229.19809,-121.34963,Q4,1.04597,-0.12139,12.18384,-2.28455,True,946.66451
3635,Mistral,199.30665,-1.14066,-100.02276,-0.89558,229.11223,-121.71281,Q4,-0.17317,-2.27311,11.71169,-2.94148,True,946.52187
3636,Mistral,200.13283,0.38013,-99.25264,-0.89941,229.93816,-121.94802,Q3,-1.35051,0.77953,10.10610,-1.20128,True,951.03781
3637,Mistral,200.48287,1.42885,-103.56568,-0.88114,230.27883,-123.16450,Q3,0.19263,-2.09305,11.03082,-0.55979,True,950.63152
3638,Mistral,200.53674,-0.00194,-99.97602,-0.89029,230.32773,-121.86390,Q3,1.76584,-0.30645,11.90250,1.63828,True,952.69571
3639,OpenAI,199.65421,-0.02366,-97.66089,-0.89182,229.47743,-118.84700,Q4,-2.56110,0.33680,12.28715,-1.22544,True,949.44059
3640,Mistral,199.04812,0.83001,-97.51338,-0.88958,228.83961,-118.01073,Q4,-0.12068,1.49114,7.05366,-4.20220,True,946.48392
3641,OpenAI,199.15044,0.18548,-106.39981,-0.88500,228.94986,-120.56986,Q4,-1.47008,2.19189,10.94326,-0.41873,True,942.55231
3642,Mistral,199.67433,-0.01001,-101.45363,-0.88811,229.46221,-120.06025,Q4,-0.70358,1.55470,15.07155,1.26462,True,947.64482
3643,Mistral,198.23821,-0.26831,-95.70249,-0.88114,228.01974,-117.17661,Boom!,-1.38588,0.70489,10.05554,-0.54963,True,943.33979
3644,OpenAI,198.85900,0.74669,-103.20737,-0.87928,228.64212,-119.77146,Boom!,-0.49586,0.63764,8.26843,-7.85355,True,942.69129
3645,Antrophic,200.78047,-0.79058,-97.12423,-0.89039,230.57598,-121.64968,Q3,0.06245,0.31770,8.84644,-3.11357,True,955.34024
3646,Mistral,199.97570,-0.00075,-101.42371,-0.89172,229.76810,-120.90374,Q4,1.21789,0.82896,14.82591,-2.29093,True,949.16667
3647,Antrophic,200.82662,-0.45330,-98.04460,-0.89046,230.61000,-122.45350,Q3,0.97308,1.48963,10.56310,1.86314,True,955.11078
3648,Mistral,200.69372,-0.76217,-99.19688,-0.87970,230.48140,-120.51847,Q3,-0.70572,0.61329,11.07459,0.86634,True,953.87014
3649,Mistral,200.35736,0.61308,-102.16142,-0.88727,230.15532,-120.03274,Q3,-1.89857,-3.17404,5.95974,-1.09305,True,950.70611
3650,Antrophic,199.31742,0.28116,-98.84928,-0.90356,229.14784,-117.55911,Q4,0.67634,0.05239,10.08783,-4.95683,True,947.16245
3651,Antrophic,199.08650,-0.23368,-98.78919,-0.89015,228.84855,-119.72112,Q4,0.34044,-0.29989,9.35053,0.04736,True,946.03791
3652,Mistral,201.73209,0.23599,-101.85498,-0.88966,231.51674,-121.76737,Q2,1.33446,0.27534,17.07002,-0.48866,True,957.73298
3653,Mistral,198.61582,-0.38309,-97.78104,-0.88340,228.41326,-118.68224,Boom!,3.02467,1.87600,9.43863,4.39390,True,944.18857
3654,OpenAI,199.18979,-0.93180,-96.51810,-0.89314,229.01504,-119.13901,Q4,-0.08128,-2.04279,10.60876,3.72134,True,947.68991
3655,Mistral,199.64882,0.89353,-109.87137,-0.89793,229.45521,-118.66713,Q4,0.50968,0.37036,18.18550,3.52665,True,943.30839
3656,OpenAI,200.88938,0.25695,-95.04716,-0.89241,230.71615,-119.00217,Q3,1.00026,1.39064,10.59187,-6.69706,True,956.92332
3657,Mistral,198.41251,0.17145,-99.94077,-0.87505,228.19336,-122.27059,Boom!,1.37710,-0.27577,13.47605,-2.54006,True,942.09216
3658,Antrophic,198.90192,0.41112,-109.05801,-0.89406,228.71727,-121.10216,Boom!,-0.02970,-1.02820,10.67685,2.68594,True,939.98061
3659,OpenAI,199.44879,-0.59667,-101.45087,-0.89203,229.27153,-118.50539,Q4,0.10445,0.69119,10.82164,-0.60631,True,946.51851
3660,Mistral,201.21543,-0.92702,-98.57039,-0.87721,231.00970,-120.25507,Q2,-1.36870,-1.63978,7.40560,-0.76425,True,956.79193
3661,Mistral,199.39825,-0.51774,-102.48115,-0.87846,229.18377,-120.69284,Q4,2.64122,3.07812,10.45722,-2.21370,True,945.75065
3662,Antrophic,199.58022,0.56541,-102.59393,-0.89087,229.38739,-120.87290,Q4,0.07043,-0.76473,10.22951,-3.73874,True,946.60414
3663,Mistral,199.02386,-0.05740,-103.76386,-0.88423,228.82371,-120.48107,Q4,-0.00829,2.83975,18.14489,0.71010,True,943.23735
3664,Antrophic,199.14512,-0.86494,-106.48566,-0.89829,228.95180,-122.72042,Q4,0.68423,-1.74943,14.73580,2.79278,True,942.48279
3665,OpenAI,201.15224,0.91781,-105.46006,-0.89085,230.96415,-121.57181,Q2,1.66440,-0.82647,15.18756,0.33037,True,953.03117
3666,OpenAI,198.55857,1.84016,-101.21655,-0.88759,228.36503,-116.46001,Boom!,-0.58049,-0.16331,12.97511,-1.30366,True,942.18457
3667,Antrophic,200.62832,-0.04642,-98.21999,-0.88346,230.39853,-118.96298,Q3,-0.33027,1.94491,13.21316,1.97598,True,954.03160
3668,Antrophic,200.13062,1.21235,-102.63733,-0.89647,229.93946,-120.78750,Q3,-0.87557,-0.07990,12.90149,-3.38221,True,949.33445
3669,Antrophic,200.12691,-1.32639,-101.38508,-0.89567,229.94184,-123.15263,Q3,-0.65175,-0.10172,9.95305,-1.09019,True,949.94199
3670,OpenAI,198.55843,-0.43192,-101.41057,-0.89222,228.38918,-119.31864,Boom!,-1.26031,0.63195,14.86010,-7.13560,True,942.08687
3671,OpenAI,200.71036,-0.27809,-100.60656,-0.89666,230.53869,-123.86601,Q3,0.08333,0.94177,11.14636,-5.05476,True,953.24852
3672,Antrophic,200.37843,-0.54665,-101.02543,-0.88480,230.13935,-121.47234,Q3,-0.84231,0.53605,9.87851,0.96118,True,951.37943
3673,Antrophic,199.69199,0.01086,-104.32295,-0.88862,229.46119,-122.22558,Q4,-1.36922,0.02705,9.92003,5.76147,True,946.29848
3674,OpenAI,199.00798,-0.93153,-100.92636,-0.88828,228.82139,-120.61036,Q4,-1.77664,1.87152,14.00839,-5.47714,True,944.57671
3675,Mistral,198.63858,0.43771,-103.48258,-0.87802,228.43163,-118.63219,Boom!,-0.60042,-1.62036,7.95638,5.41772,True,941.45163
3676,OpenAI,200.88081,0.21891,-108.02789,-0.88767,230.68092,-121.60769,Q3,0.44538,-2.56643,13.89703,-4.06458,True,950.39011
3677,OpenAI,198.66507,0.79508,-100.29061,-0.88354,228.45470,-119.70442,Boom!,-0.30893,0.97367,7.91962,-1.31077,True,943.18004
3678,OpenAI,200.34246,1.17263,-104.02469,-0.88860,230.15308,-120.82262,Q3,0.82244,-0.71186,10.07261,3.11510,True,949.69997
3679,Mistral,199.42630,-0.55532,-102.52779,-0.88136,229.23063,-120.11584,Q4,-0.38201,-1.24640,12.50309,-0.69389,True,945.86762
3680,OpenAI,200.67791,0.12790,-97.88030,-0.88573,230.48234,-123.28275,Q3,-0.83884,-0.35848,12.08012,2.74115,True,954.44938
3681,Mistral,199.08385,0.70525,-95.37055,-0.88430,228.88527,-120.17104,Q4,0.49815,-1.78758,14.88362,3.84252,True,947.73396
3682,OpenAI,200.42434,-0.25702,-99.94239,-0.89147,230.23959,-119.63530,Q3,2.42792,-0.91630,7.24300,-0.46787,True,952.15050
3683,OpenAI,197.57676,0.41847,-100.48692,-0.89433,227.40904,-116.72826,Boom!,1.69672,1.54333,15.17789,-5.13315,True,937.64036
3684,OpenAI,201.16482,1.94368,-99.54455,-0.89343,230.99733,-121.19231,Q2,-0.00392,0.81773,9.95244,-0.03496,True,956.05182
3685,Antrophic,199.26688,-1.18681,-102.32923,-0.90666,229.09408,-118.90100,Q4,-0.84390,0.24420,11.27992,0.08994,True,945.16977
3686,OpenAI,199.21557,-1.04922,-101.54953,-0.89328,229.04810,-118.76970,Q4,-0.85977,3.93809,9.34833,-2.05317,True,945.30308
3687,Antrophic,201.33549,1.24983,-101.28273,-0.90102,231.16744,-121.15719,Q2,0.52484,-1.37105,11.29136,-5.88088,True,956.03606
3688,Antrophic,199.63645,0.60228,-107.23479,-0.89667,229.43600,-120.60444,Q4,-0.02890,-0.35060,12.78135,2.90009,True,944.56485
3689,Antrophic,199.82668,0.07587,-98.32502,-0.89800,229.63208,-120.28271,Q4,0.33822,-0.27512,9.73089,-4.28702,True,949.97091
3690,Antrophic,199.27606,0.02251,-104.72797,-0.89868,229.06951,-118.61467,Q4,-1.60661,-0.18877,7.92112,3.74143,True,944.01630
3691,Antrophic,202.42429,0.60320,-107.12600,-0.89399,232.21627,-124.47938,Q1,0.70378,0.42162,9.48913,-0.09545,True,958.55844
3692,OpenAI,199.98150,0.49387,-97.64610,-0.88607,229.79054,-119.01731,Q4,1.08853,0.23404,11.51390,1.00387,True,951.08444
3693,Antrophic,200.34906,-0.50628,-101.86922,-0.88821,230.12787,-123.62673,Q3,-0.23788,-0.60819,14.01915,-0.81141,True,950.81070
3694,Antrophic,199.50489,0.70579,-102.86966,-0.89317,229.30100,-121.04056,Q4,-0.33953,-0.69431,11.78002,1.27734,True,946.08962
3695,Antrophic,200.73733,0.20777,-99.61092,-0.89831,230.55209,-121.41794,Q3,-1.42781,1.51457,13.64603,5.14442,True,953.88120
3696,OpenAI,200.30838,0.47318,-104.51817,-0.87955,230.09141,-122.25994,Q3,2.33352,-2.85061,10.52787,-0.17399,True,949.28282
3697,Antrophic,199.70455,0.14234,-100.49295,-0.90129,229.52534,-119.33046,Q4,-0.46229,-0.17825,9.20186,1.17006,True,948.27627
3698,Antrophic,199.63176,-0.02169,-96.54709,-0.90274,229.44633,-121.19168,Q4,-0.13447,-0.56229,9.64907,0.05134,True,949.88523
3699,OpenAI,200.63234,-0.17458,-102.37867,-0.88606,230.43809,-124.05356,Q3,-0.77562,0.28849,12.35195,-0.81673,True,951.97238
3700,Mistral,202.63296,-0.14770,-105.11540,-0.88029,232.42260,-122.36270,Q1,0.28680,1.63606,12.00608,-0.11969,True,960.60709
3701,OpenAI,200.32847,0.28446,-100.30517,-0.88029,230.11655,-122.16751,Q3,-1.70893,3.18084,9.79178,0.52174,True,951.48976
3702,OpenAI,198.94752,-0.10035,-94.75052,-0.88612,228.75511,-120.54309,Boom!,-0.18312,-0.41281,6.97138,-6.43831,True,947.36235
3703,Antrophic,199.62943,0.38272,-102.87789,-0.89458,229.41377,-121.30693,Q4,-0.73152,1.61446,11.12215,3.99768,True,946.70821
3704,OpenAI,200.02474,0.94994,-100.90766,-0.89395,229.84955,-122.77650,Q3,-1.50547,0.17960,11.06888,2.90792,True,949.66989
3705,Mistral,200.27704,0.45926,-102.87732,-0.87892,230.06307,-120.98512,Q3,-2.62006,-2.02767,11.06882,0.78834,True,949.94656
3706,Antrophic,199.72043,0.51090,-101.18299,-0.89950,229.53862,-118.02593,Q4,-0.13290,0.40877,11.79759,-1.31599,True,948.01066
3707,Mistral,199.33751,-0.50441,-96.97170,-0.89436,229.12650,-118.01601,Q4,1.27121,-0.61831,7.59706,-0.73505,True,948.20170
3708,OpenAI,200.84971,0.64994,-102.94196,-0.89100,230.66568,-121.57903,Q3,2.48342,-0.00484,9.87756,-4.68985,True,952.77756
3709,Mistral,199.04269,-1.01196,-94.03762,-0.89274,228.84615,-121.81015,Q4,-1.26268,-0.17446,16.03226,-1.01441,True,948.19463
3710,Mistral,201.82386,0.96023,-96.85228,-0.88134,231.61060,-121.47540,Q2,-0.30125,-0.38331,17.07589,-0.35480,True,960.69314
3711,Antrophic,200.08068,-0.43986,-101.17584,-0.89683,229.89695,-123.10839,Q3,0.66065,0.07434,8.79956,1.98521,True,949.81546
3712,Antrophic,199.58119,0.25136,-99.12868,-0.89144,229.36544,-118.84265,Q4,0.69289,0.17932,13.70479,0.90621,True,948.34163
3713,OpenAI,200.45943,1.27634,-102.26597,-0.89186,230.28549,-121.65603,Q3,-1.30874,-0.27462,9.21804,-1.78699,True,951.16415
3714,OpenAI,200.92261,-0.35305,-100.51978,-0.87966,230.70266,-124.36472,Q3,-0.89685,1.60717,11.72457,-1.75245,True,954.35316
3715,OpenAI,198.78512,0.09412,-97.05184,-0.88566,228.57709,-119.71627,Boom!,-0.80871,1.42293,6.88918,-2.55562,True,945.39970
3716,Antrophic,197.81551,-1.33143,-100.49908,-0.87862,227.57506,-120.45678,Boom!,-0.74836,1.62590,13.08025,-2.76499,True,938.82802
3717,Mistral,199.63389,-0.90129,-98.29512,-0.89148,229.43540,-119.23404,Q4,-2.34409,-3.11442,7.75822,-4.83168,True,949.02188
3718,Mistral,201.15052,1.85277,-100.73798,-0.89165,230.93316,-120.85544,Q2,-0.46990,-0.12039,17.93586,-6.58913,True,955.38363
3719,OpenAI,197.90281,0.11016,-98.87550,-0.89277,227.73105,-119.20058,Boom!,2.27398,-0.07596,13.73984,-2.19815,True,940.07628
3720,Antrophic,200.53943,1.66902,-100.03349,-0.88784,230.32952,-119.46660,Q3,-0.58508,0.05928,4.61591,0.06366,True,952.68043
3721,Antrophic,201.33356,1.00632,-109.26460,-0.90746,231.15897,-123.43977,Q2,-0.42671,0.14897,11.08545,3.53431,True,952.03548
3722,OpenAI,199.23422,-0.01985,-100.76502,-0.88525,229.02481,-121.79787,Q4,0.17691,3.04474,11.47981,-4.03811,True,945.78861
3723,Mistral,199.70753,0.23584,-102.72050,-0.87663,229.50318,-123.44131,Q4,-0.77803,-0.02095,10.21745,3.25489,True,947.17742
3724,OpenAI,200.62771,-0.41560,-105.95792,-0.88563,230.41891,-121.11966,Q3,0.27808,-0.23432,11.36074,-0.37879,True,950.15958
3725,OpenAI,200.96122,-0.24624,-100.21394,-0.88976,230.76626,-123.08389,Q3,-0.04276,0.01632,12.30282,-1.00422,True,954.69912
3726,Antrophic,199.96839,1.52967,-94.81596,-0.88865,229.75869,-120.25805,Q4,-0.45509,0.69161,9.23327,4.58137,True,952.43396
3727,OpenAI,200.55483,0.63030,-106.01649,-0.88965,230.37279,-120.61188,Q3,0.42913,1.13521,8.01219,-2.50984,True,949.76591
3728,OpenAI,199.32371,0.15130,-102.44871,-0.88333,229.11079,-120.75458,Q4,-0.49101,-2.01629,12.90194,-6.35086,True,945.39419
3729,Mistral,199.89753,0.83378,-102.40817,-0.89129,229.68095,-120.43601,Q4,0.27662,0.71345,10.52007,-0.02699,True,948.28358
3730,Mistral,199.62887,-0.01154,-101.21286,-0.87481,229.41462,-122.48510,Q4,1.06145,1.29983,12.02546,-1.74737,True,947.53790
3731,OpenAI,200.40984,0.48335,-104.97923,-0.88262,230.20723,-119.95635,Q3,-0.03192,-2.30074,11.21915,-1.67793,True,949.55957
3732,Antrophic,200.00551,-0.14982,-96.24805,-0.89010,229.78689,-120.60010,Q3,0.93348,-0.33583,7.31613,1.24676,True,951.90354
3733,Antrophic,198.67359,-0.30384,-96.99461,-0.89798,228.49914,-120.23468,Boom!,-0.33208,-0.50736,10.27558,3.45304,True,944.87063
3734,Mistral,200.11301,-0.02851,-100.11401,-0.89169,229.91516,-119.01003,Q3,3.31450,1.32943,15.06908,-0.12912,True,950.50806
3735,Mistral,200.99863,0.58526,-97.63954,-0.89762,230.79920,-123.26628,Q2,1.90781,2.52041,8.98155,-6.20639,True,956.17339
3736,OpenAI,201.61820,-0.05238,-102.21263,-0.88967,231.43123,-121.37513,Q2,-1.93616,0.42484,16.79916,-1.09410,True,956.98469
3737,OpenAI,199.67918,0.13385,-103.91153,-0.87845,229.45885,-120.03370,Q4,-0.17422,0.01991,11.39304,-0.12842,True,946.44012
3738,Antrophic,198.36653,-0.77655,-98.86714,-0.87984,228.13501,-118.20867,Boom!,-0.16534,-0.54535,10.43842,-0.62791,True,942.39910
3739,Mistral,200.74472,0.57168,-100.80853,-0.89186,230.52799,-120.62339,Q3,0.86814,1.29150,8.84513,-0.11372,True,953.31931
3740,Antrophic,200.83336,0.27576,-98.53602,-0.89486,230.62598,-125.26072,Q3,-0.46200,0.33542,11.75606,-2.08251,True,954.89880
3741,Mistral,198.73593,-0.01775,-97.32284,-0.89518,228.52530,-117.07824,Boom!,0.59103,-0.63771,10.96463,-4.35721,True,945.01821
3742,Mistral,200.83868,0.24703,-104.26862,-0.88282,230.62780,-121.78140,Q3,-0.55473,0.00755,12.20156,-4.57339,True,952.05909
3743,Antrophic,200.34672,-0.15280,-97.83851,-0.89287,230.15150,-121.98114,Q3,0.42409,0.15399,10.54531,-1.01096,True,952.81433
3744,OpenAI,201.29670,0.55668,-101.56315,-0.87910,231.07882,-121.02927,Q2,-0.18512,0.66680,11.80376,-4.17130,True,955.70193
3745,Mistral,199.44555,-0.56369,-96.05799,-0.88400,229.22927,-121.03904,Q4,-0.73275,0.51586,12.42815,-1.99285,True,949.19874
3746,Antrophic,199.72595,0.03145,-99.33797,-0.89806,229.52351,-121.62388,Q4,-0.48581,-0.82324,7.97251,-1.18370,True,948.96074
3747,Antrophic,200.80378,-0.62543,-98.95284,-0.88089,230.57260,-122.01900,Q3,0.36889,-1.13319,12.22224,1.24116,True,954.54248
3748,OpenAI,199.15867,1.35554,-97.82261,-0.89496,228.99153,-120.41642,Q4,0.30240,-1.31995,11.05051,-0.34408,True,946.88206
3749,OpenAI,198.88359,1.22881,-98.46441,-0.88802,228.68338,-118.81143,Boom!,2.36988,-1.65665,13.14634,0.04571,True,945.18576
3750,OpenAI,199.92282,-0.63531,-101.81329,-0.88667,229.72464,-121.77595,Q4,-0.66010,-0.29631,12.46942,-0.57388,True,948.70744
3751,OpenAI,199.41430,-0.54966,-100.60336,-0.88964,229.23576,-121.76824,Q4,-1.16205,-1.16486,10.71159,-2.42859,True,946.76980
3752,OpenAI,199.85353,0.05166,-95.86612,-0.89190,229.68266,-120.21208,Q4,1.71670,0.33629,14.62066,-6.30980,True,951.33460
3753,Antrophic,201.02555,1.01771,-99.21587,-0.90026,230.83335,-120.82035,Q2,0.93191,0.03477,10.34190,-0.89258,True,955.51984
3754,Mistral,198.93387,0.44339,-93.67323,-0.88331,228.73950,-118.99061,Boom!,-2.78772,2.05967,2.33819,-0.97494,True,947.83271
3755,Mistral,200.80552,-0.23549,-99.30401,-0.88371,230.60756,-122.85631,Q3,1.28123,0.84669,11.09334,1.81672,True,954.37557
3756,OpenAI,200.50815,-0.04136,-100.85728,-0.89230,230.32358,-119.94203,Q3,-3.71465,1.94980,9.19832,-3.87799,True,952.11212
3757,Antrophic,198.78728,0.94377,-103.00759,-0.90611,228.60484,-120.36478,Boom!,0.28023,0.11794,8.84019,3.59080,True,942.43261
3758,Mistral,198.93171,-0.18851,-101.52771,-0.88929,228.72977,-120.27167,Boom!,-0.66357,-0.25618,9.34839,1.56651,True,943.89469
3759,OpenAI,200.46619,-0.08203,-102.74440,-0.88600,230.27512,-121.56214,Q3,0.44390,-0.27468,12.85773,-1.30411,True,950.95875
3760,Mistral,200.74861,1.06048,-102.15384,-0.88695,230.54052,-120.45135,Q3,1.85064,0.77227,9.33283,2.44621,True,952.66612
3761,Mistral,201.05929,0.20079,-99.85101,-0.89157,230.85234,-122.20864,Q2,0.29524,1.12738,13.67302,3.03935,True,955.37094
3762,Antrophic,200.82199,0.43204,-100.30001,-0.88482,230.58204,-121.39215,Q3,-0.35666,-0.79906,10.14804,8.46738,True,953.95996
3763,Antrophic,200.83240,-1.42439,-100.49161,-0.89194,230.61848,-121.28644,Q3,1.02067,0.68339,8.11135,2.11336,True,953.91620
3764,OpenAI,200.96702,-0.16718,-97.80339,-0.89108,230.77826,-121.72263,Q3,-0.35015,-0.69832,11.18559,-0.60435,True,955.93340
3765,Mistral,199.36246,-0.57459,-100.13491,-0.87789,229.14629,-120.65460,Q4,-0.41849,0.15501,15.52544,4.02742,True,946.74487
3766,Antrophic,199.79632,0.58703,-103.54710,-0.88863,229.59207,-120.15380,Q4,0.04082,-0.28872,13.82748,1.01368,True,947.20806
3767,Mistral,200.30511,-0.07623,-100.57914,-0.88544,230.11033,-122.21522,Q3,0.42335,-0.81882,14.27672,0.08409,True,951.23599
3768,Antrophic,200.15381,0.74839,-103.51419,-0.90040,229.96348,-118.57821,Q3,0.10080,-0.62331,12.11754,-5.13209,True,949.01194
3769,OpenAI,199.70886,1.02319,-98.44714,-0.88968,229.51590,-122.44233,Q4,3.57441,-1.74332,8.48118,-1.85322,True,949.32071
3770,Antrophic,200.73017,0.54037,-102.55755,-0.89125,230.52945,-121.33264,Q3,-0.56091,-0.58596,13.53492,-5.11137,True,952.37206
3771,OpenAI,200.53849,0.14485,-100.75768,-0.87925,230.32514,-122.06384,Q3,-0.20101,0.35508,11.29436,-2.11001,True,952.31363
3772,Mistral,199.15796,-1.14281,-101.03065,-0.87429,228.94562,-118.18625,Q4,-1.79298,1.05218,6.53695,-3.38863,True,945.27445
3773,Mistral,200.48599,1.01746,-96.77800,-0.89400,230.27908,-122.16895,Q3,-0.88888,1.60757,8.12385,-3.74656,True,954.04094
3774,Antrophic,198.25059,-0.43354,-98.91653,-0.89701,228.07690,-117.01005,Boom!,0.55939,-0.11291,8.30473,0.25544,True,941.79468
3775,Mistral,200.95143,-0.74610,-94.15751,-0.89247,230.73381,-122.10156,Q3,0.33532,0.89565,11.96472,-1.45462,True,957.67838
3776,OpenAI,198.27260,-0.35535,-100.98183,-0.87804,228.05289,-118.12925,Boom!,0.50734,1.12695,7.28440,-0.46571,True,940.87210
3777,Antrophic,199.33578,0.25631,-97.75375,-0.89456,229.13077,-117.79151,Q4,-0.90065,-0.16933,8.73682,-2.90098,True,947.80200
3778,Mistral,200.65776,-0.45317,-98.52971,-0.88457,230.44689,-118.73215,Q3,-0.88345,0.29293,11.23258,-1.89174,True,954.02395
3779,OpenAI,200.88579,0.12851,-102.95365,-0.88701,230.69311,-122.00762,Q3,-0.42476,1.38432,8.10567,-5.39209,True,952.95212
3780,Mistral,199.34711,-0.15253,-98.52282,-0.89487,229.15335,-117.83296,Q4,0.84364,-0.55699,11.58145,-6.13393,True,947.47414
3781,Mistral,198.97539,-0.07702,-100.94097,-0.88126,228.76874,-120.20769,Boom!,-0.10968,0.66812,9.64799,-2.83399,True,944.40646
3782,Antrophic,199.44986,0.33728,-94.69455,-0.88625,229.24052,-118.74757,Q4,0.27565,1.81349,11.93483,3.59589,True,949.90204
3783,Antrophic,199.67587,0.32199,-99.81203,-0.88415,229.44522,-119.71583,Q4,0.15311,1.09618,13.91491,2.03836,True,948.47335
3784,OpenAI,199.36704,0.30232,-105.29970,-0.88981,229.18163,-119.70309,Q4,-2.09174,1.03781,11.29941,-8.26063,True,944.18533
3785,OpenAI,199.23703,-0.32040,-97.79151,-0.88194,229.01826,-118.87201,Q4,2.50192,-2.03293,8.96013,-3.71953,True,947.28938
3786,OpenAI,199.79657,1.00844,-102.42631,-0.89233,229.61531,-119.31802,Q4,0.96596,0.02257,9.53375,-1.26962,True,947.76972
3787,Mistral,200.78961,0.66493,-97.64850,-0.88341,230.59240,-122.63404,Q3,-0.68836,-2.44215,15.20353,-0.88201,True,955.12377
3788,OpenAI,200.07327,-0.04775,-99.23407,-0.88850,229.88168,-118.46124,Q3,1.00967,-2.02579,13.16241,3.09104,True,950.74930
3789,Antrophic,199.17531,-0.25995,-96.44444,-0.88188,228.95333,-122.41326,Q4,-0.19308,0.67953,17.03994,8.44993,True,947.65435
3790,Antrophic,200.62736,0.93196,-101.21349,-0.89671,230.42480,-119.78642,Q3,-0.65203,0.43655,11.50820,6.97906,True,952.53004
3791,Antrophic,199.71517,-0.17046,-103.01828,-0.89112,229.52199,-123.18228,Q4,-0.03550,0.02459,11.54301,4.51064,True,947.06669
3792,Antrophic,198.61414,-0.29109,-102.58787,-0.88141,228.37292,-120.01926,Boom!,-1.10643,0.77710,15.06310,-1.58558,True,941.77675
3793,Mistral,200.01471,1.25135,-103.89650,-0.88396,229.79771,-122.25492,Q3,-1.60247,-1.15402,8.95963,4.54809,True,948.12531
3794,Antrophic,201.50012,0.34915,-96.48605,-0.89474,231.28047,-121.89929,Q2,-0.52074,-0.18503,17.15926,4.03567,True,959.25759
3795,Antrophic,202.41697,0.50331,-100.39098,-0.89308,232.22852,-124.23706,Q1,-1.05782,-0.89876,9.55542,-2.07475,True,961.88937
3796,Antrophic,199.74250,-0.65237,-98.16262,-0.89930,229.54378,-119.18419,Q4,0.83217,0.28530,11.51186,-0.06264,True,949.63120
3797,Antrophic,200.09281,-0.69667,-105.61348,-0.88268,229.85769,-121.70524,Q3,-0.30452,-0.13669,6.61962,-2.45092,True,947.65732
3798,Mistral,200.60412,0.46021,-102.98636,-0.87877,230.38676,-120.24123,Q3,-2.36796,0.61044,11.84363,0.51512,True,951.52740
3799,Mistral,200.59539,-0.27235,-103.95960,-0.87769,230.38187,-121.63862,Q3,-2.23492,-0.83069,12.26764,-0.58082,True,950.99716
3800,OpenAI,199.52314,-0.45883,-97.62144,-0.88027,229.30841,-119.48849,Q4,-0.40256,1.35803,11.44969,-2.52490,True,948.80500
3801,Mistral,199.85677,0.44766,-97.06076,-0.88418,229.64742,-120.15540,Q4,-0.11166,1.43238,11.86548,-6.00784,True,950.75346
3802,Antrophic,200.65803,0.29062,-104.80170,-0.89017,230.45058,-121.94147,Q3,1.12582,0.42333,7.31977,-0.02894,True,950.88932
3803,OpenAI,199.64405,-0.63970,-104.42838,-0.88285,229.42615,-119.45249,Q4,0.12810,-1.07153,13.40761,-8.29995,True,946.00607
3804,OpenAI,199.55399,0.33658,-104.41489,-0.87812,229.33437,-119.80528,Q4,1.74442,-1.29256,8.12762,-2.75015,True,945.56248
3805,Antrophic,199.53158,0.34055,-96.51402,-0.88868,229.32697,-118.53128,Q4,0.59020,-0.43881,11.78288,-6.19952,True,949.40087
3806,OpenAI,200.17365,-0.62600,-100.93612,-0.89237,230.00038,-118.45165,Q3,-1.00277,0.36730,11.49370,-5.83980,True,950.40020
3807,Antrophic,198.06444,0.64387,-96.95095,-0.90595,227.89321,-120.27638,Boom!,-0.26645,-0.21596,10.75449,2.14777,True,941.84671
